Code,PI_CA,SI_CA,II_CA,PI_I,SI_I,II_I,PI_CO,SI_CO,II_CO,PI_W,SI_W,II_W,PI_MM,SI_MM,II_MM,PI_MQ,SI_MQ,II_MQ,PI_MF,SI_MF,II_MF,SI_E,Unemployment,Act_pop_total,Employed_total,Unemployed_3mts,Unemployed_3_6mts,Unemployed_6_12mts,Unemployed_ov6,HousePrice,HousePrice_S,HousePrice_P,BSI_BC,BSI_SG,BSI_P,BSI_FS,BSI_HR,PI_P,PI_C,PI_SI,PI_PA,MB,Currency_cir,CBLIAB_DC,M1,M2,CD,CP,YT_1,YT_3,YT_5,YT_10,CB_3_AA,BaseRate,CB_3_BBB,FX_US,FX_JP,FX_EU,FX_BR,FX_CA,FX_SW,CPI,CPI_F,CPI_C,CPI_H,CPI_HE,CPI_T,CPI_E,CPI_M,SPI_R,SPI_I,SPI_F,SPI_RI,IPI_A,IPI_B,IPI_C,IPI_L,IPI_M,EPI_A,EPI_M,KOSPI,KOSDAQ,Expected_inf,Oilprice,TB_spread,USCPI,IR_bigfirm,IR_smallfirm,IR_firm,IR_House,IR_saving,IR_gen_credit,USB_10,LeadingCI,LaggingCI,vkospi,EPU,MP,FiscalP,TradeP,FXP,COFIX_new
14.Jun,108.1520 ,104.8650 ,97.0650 ,99.9070 ,99.4020 ,94.9030 ,101.2640 ,101.3670 ,101.2650 ,102.2860 ,101.1960 ,96.1810 ,101.8050 ,101.1030 ,96.1810 ,100.7820 ,95.2430 ,101.8440 ,101.1030 ,96.1770 ,102.7440 ,103.9360 ,3.5000 ,27131.0000 ,26178.0000 ,539.0000 ,339.0000 ,73.0000 ,75.0000 ,84.0000 ,77.9000 ,89.9000 ,76.0000 ,86.0000 ,87.0000 ,88.0000 ,92.0000 ,102.2860 ,97.5180 ,97.5000 ,100.2000 ,102060.9000 ,57439.4000 ,44621.4000 ,531191.4000 ,1999693.7000 ,2.6500 ,2.7400 ,2.6020 ,2.7460 ,2.9720 ,3.2860 ,3.1680 ,2.5000 ,8.8630 ,1019.3600 ,998.9900 ,1385.4500 ,1724.0500 ,941.7300 ,1137.4600 ,94.2480 ,86.3600 ,94.3160 ,90.4980 ,95.1140 ,109.3370 ,95.9990 ,88.2930 ,141.7800 ,106.9400 ,99.8800 ,110.3300 ,103.7700 ,116.6300 ,192.2600 ,145.7100 ,104.8200 ,100.9700 ,103.8600 ,2002.2100 ,537.0600 ,2.8000 ,105.7900 ,0.6840 ,237.2310 ,4.2700 ,4.7200 ,4.4300 ,3.5800 ,4.1200 ,5.6200 ,2.6000 ,95.2000 ,96.9000 ,11.4800 ,77.5131 ,59.3736 ,78.6404 ,47.8238 ,75.6058 ,2.5700 
14.Jul,110.6670 ,108.1080 ,97.3960 ,100.2140 ,98.5480 ,96.3780 ,104.6960 ,103.9960 ,101.6160 ,102.9270 ,100.6440 ,97.2810 ,102.6780 ,100.6430 ,97.2810 ,108.5150 ,104.2720 ,102.7740 ,100.6430 ,97.3530 ,99.9160 ,100.8430 ,3.4000 ,27194.0000 ,26280.0000 ,551.0000 ,283.0000 ,78.0000 ,79.0000 ,84.0000 ,77.9000 ,90.0000 ,73.0000 ,83.0000 ,85.0000 ,84.0000 ,93.0000 ,102.9270 ,95.9550 ,97.7000 ,97.7000 ,102982.2000 ,58272.4000 ,44709.8000 ,534964.6000 ,2011298.2000 ,2.6500 ,2.7300 ,2.4880 ,2.5580 ,2.7650 ,3.0560 ,2.9700 ,2.5000 ,8.6680 ,1019.9300 ,1003.0100 ,1381.9600 ,1742.3300 ,950.9400 ,1137.3500 ,94.3860 ,86.6350 ,94.2510 ,90.5050 ,95.1870 ,109.3070 ,96.0090 ,88.2930 ,143.3100 ,107.0100 ,100.0900 ,110.5600 ,103.1100 ,115.4900 ,189.1600 ,144.9000 ,105.0500 ,101.6300 ,104.1900 ,2076.1200 ,536.3200 ,2.8000 ,103.5900 ,0.5680 ,237.4980 ,4.2800 ,4.7100 ,4.4100 ,3.5300 ,4.0900 ,5.5900 ,2.5400 ,95.4000 ,97.1000 ,12.6900 ,90.1496 ,88.5198 ,122.7902 ,59.7238 ,100.3088 ,2.4800 
14.Aug,103.4730 ,103.2430 ,94.3480 ,98.4130 ,97.5230 ,94.8260 ,99.7390 ,102.1030 ,100.7680 ,99.0880 ,99.0800 ,95.7780 ,99.3190 ,99.1730 ,95.7780 ,96.3490 ,92.8160 ,99.3320 ,99.2650 ,95.7750 ,95.8980 ,95.4080 ,3.3000 ,27077.0000 ,26183.0000 ,522.0000 ,280.0000 ,89.0000 ,92.0000 ,84.1000 ,77.9000 ,90.1000 ,71.0000 ,82.0000 ,84.0000 ,83.0000 ,92.0000 ,99.0880 ,95.9630 ,98.1000 ,100.3000 ,107125.5000 ,59296.8000 ,47828.7000 ,543029.5000 ,2030272.2000 ,2.5200 ,2.5900 ,2.3890 ,2.5400 ,2.7730 ,3.0860 ,2.9260 ,2.2500 ,8.6500 ,1025.3600 ,996.0200 ,1365.8900 ,1713.7700 ,938.3600 ,1126.8100 ,94.5510 ,87.3360 ,94.2760 ,90.8970 ,94.8020 ,108.8450 ,96.0450 ,88.3780 ,141.6000 ,107.0000 ,100.2000 ,110.3600 ,103.0900 ,114.3100 ,182.6600 ,144.3200 ,104.9300 ,101.7800 ,104.3600 ,2068.5400 ,570.2000 ,2.8000 ,96.5400 ,0.6970 ,237.4600 ,4.0300 ,4.5800 ,4.3100 ,3.5000 ,4.0200 ,5.3800 ,2.4200 ,95.8000 ,97.4000 ,10.8600 ,72.6658 ,71.8180 ,86.9367 ,29.9675 ,42.3580 ,2.3400 
14.Sep,109.5610 ,106.3780 ,98.4130 ,96.2060 ,96.7550 ,95.4140 ,99.4050 ,101.2620 ,103.2390 ,99.2000 ,98.7120 ,96.6680 ,98.7360 ,98.6210 ,96.6680 ,100.8310 ,100.0000 ,98.7310 ,98.6210 ,96.7390 ,100.5320 ,99.8130 ,3.1000 ,27064.0000 ,26213.0000 ,503.0000 ,264.0000 ,81.0000 ,84.0000 ,84.3000 ,78.2000 ,90.2000 ,73.0000 ,84.0000 ,87.0000 ,85.0000 ,92.0000 ,99.2000 ,92.8380 ,97.5000 ,93.6000 ,104029.6000 ,60344.1000 ,43685.5000 ,549969.1000 ,2036012.5000 ,2.3500 ,2.4300 ,2.2770 ,2.4050 ,2.6490 ,3.0120 ,2.7860 ,2.2500 ,8.5330 ,1033.2400 ,962.4800 ,1334.3000 ,1688.8600 ,939.0600 ,1104.4500 ,94.4900 ,87.9140 ,94.3080 ,91.5950 ,94.8110 ,107.8620 ,96.1620 ,88.3780 ,139.0100 ,106.6200 ,100.0200 ,109.7500 ,102.9800 ,114.7800 ,174.4800 ,145.0200 ,104.3900 ,98.9400 ,104.1000 ,2020.0900 ,573.2200 ,2.8000 ,93.2100 ,0.7350 ,237.4770 ,3.9600 ,4.5000 ,4.1800 ,3.5000 ,3.9800 ,5.2900 ,2.5300 ,96.2000 ,97.7000 ,12.6900 ,82.5158 ,66.8418 ,110.7530 ,28.3571 ,61.1964 ,2.2700 
14.Oct,104.9450 ,104.5410 ,94.9320 ,95.4500 ,95.9860 ,95.5360 ,98.3850 ,98.3180 ,103.5110 ,97.9800 ,97.9760 ,96.8340 ,97.2600 ,97.7020 ,96.8340 ,97.7420 ,97.2820 ,97.2720 ,97.7020 ,96.8320 ,102.9000 ,104.8730 ,3.2000 ,27108.0000 ,26247.0000 ,525.0000 ,267.0000 ,66.0000 ,69.0000 ,84.5000 ,78.4000 ,90.4000 ,76.0000 ,86.0000 ,87.0000 ,87.0000 ,92.0000 ,97.9800 ,94.3100 ,98.1000 ,102.8000 ,108167.0000 ,60986.4000 ,47180.6000 ,556377.8000 ,2053472.3000 ,2.2100 ,2.3200 ,2.1340 ,2.2390 ,2.4200 ,2.7690 ,2.5950 ,2.0000 ,8.3480 ,1060.2800 ,982.7000 ,1344.6400 ,1704.5100 ,944.9900 ,1113.3200 ,94.2050 ,86.2010 ,94.3730 ,91.5040 ,95.1040 ,106.9880 ,96.1360 ,88.3860 ,137.9100 ,106.0700 ,99.9600 ,109.1400 ,105.4400 ,118.0800 ,160.8600 ,149.2600 ,104.8700 ,99.4900 ,104.8500 ,1964.4300 ,558.7000 ,2.7000 ,84.4000 ,0.6350 ,237.4300 ,3.8800 ,4.3200 ,4.0600 ,3.3800 ,3.9000 ,5.0800 ,2.3000 ,96.6000 ,97.9000 ,13.9900 ,94.8926 ,150.1371 ,116.6468 ,55.6684 ,101.4816 ,2.1700 
14.Nov,106.2170 ,107.3510 ,94.0170 ,96.3260 ,97.7800 ,95.1560 ,100.5930 ,100.2100 ,101.5780 ,98.4930 ,99.7240 ,95.9070 ,98.3230 ,99.7240 ,95.9070 ,94.5420 ,99.3200 ,98.3240 ,99.8160 ,95.9780 ,98.4740 ,99.2500 ,3.0000 ,27082.0000 ,26260.0000 ,497.0000 ,246.0000 ,74.0000 ,79.0000 ,84.6000 ,78.5000 ,90.6000 ,71.0000 ,84.0000 ,84.0000 ,83.0000 ,92.0000 ,98.4930 ,93.8480 ,98.1000 ,100.3000 ,107791.3000 ,62005.7000 ,45785.6000 ,565203.5000 ,2078884.7000 ,2.1400 ,2.2400 ,2.0470 ,2.1380 ,2.3250 ,2.6920 ,2.4660 ,2.0000 ,8.2560 ,1095.1000 ,942.9000 ,1366.2400 ,1728.8300 ,967.0600 ,1135.8800 ,94.0150 ,85.9110 ,95.2980 ,91.4790 ,95.1230 ,105.5540 ,96.1540 ,88.0720 ,133.5200 ,105.6400 ,100.4000 ,108.3000 ,107.2200 ,119.9500 ,147.5100 ,150.5800 ,105.4700 ,100.7800 ,106.0800 ,1980.7800 ,545.0800 ,2.7000 ,75.7900 ,0.6450 ,236.9830 ,3.7200 ,4.2100 ,3.9000 ,3.3000 ,3.8100 ,4.9200 ,2.3300 ,96.9000 ,98.1000 ,11.5900 ,80.0323 ,116.7984 ,98.1900 ,117.2824 ,82.7999 ,2.1000 
14.Dec,106.6280 ,106.9190 ,93.6110 ,99.2640 ,99.9150 ,94.9360 ,102.4760 ,102.2080 ,97.4330 ,101.0890 ,101.7480 ,95.6250 ,101.3630 ,101.3790 ,95.6250 ,86.4730 ,89.8060 ,101.4420 ,101.4710 ,95.6970 ,104.3770 ,108.2470 ,3.3000 ,26568.0000 ,25679.0000 ,535.0000 ,280.0000 ,71.0000 ,73.0000 ,84.8000 ,78.6000 ,90.8000 ,72.0000 ,83.0000 ,84.0000 ,86.0000 ,92.0000 ,101.0890 ,92.4400 ,97.4000 ,96.9000 ,110204.9000 ,63642.7000 ,46562.2000 ,573916.4000 ,2085332.1000 ,2.1300 ,2.3000 ,2.0720 ,2.1430 ,2.3370 ,2.6810 ,2.4600 ,2.0000 ,8.2860 ,1104.3300 ,925.1000 ,1361.4200 ,1726.8100 ,957.5000 ,1132.1300 ,94.0060 ,86.4220 ,95.2160 ,91.6450 ,95.1230 ,103.9280 ,96.2350 ,88.4460 ,126.1900 ,103.8700 ,100.2800 ,105.9600 ,107.2500 ,116.5800 ,116.2300 ,148.0900 ,103.3300 ,101.3500 ,103.3600 ,1915.5900 ,542.9700 ,2.6000 ,59.2900 ,0.6090 ,236.2520 ,3.7700 ,4.2600 ,3.9800 ,3.3300 ,3.7300 ,4.8900 ,2.2100 ,97.2000 ,98.3000 ,12.9700 ,85.1210 ,115.3422 ,84.2432 ,57.9779 ,84.2974 ,2.1600 
15.Jan,100.8000 ,99.3000 ,99.0000 ,96.6000 ,98.2000 ,93.1000 ,96.9000 ,97.1000 ,97.7000 ,97.7000 ,98.6000 ,95.1000 ,97.6000 ,98.4000 ,95.1000 ,93.9000 ,95.0000 ,97.6000 ,98.4000 ,95.1000 ,99.8000 ,102.3000 ,3.7000 ,26380.0000 ,25392.0000 ,652.0000 ,270.0000 ,65.0000 ,66.0000 ,84.9000 ,78.7000 ,90.9000 ,72.0000 ,83.0000 ,84.0000 ,85.0000 ,93.0000 ,97.7000 ,97.2000 ,97.9000 ,97.4000 ,112857.8000 ,64716.4000 ,48141.3000 ,577721.0000 ,2094265.7000 ,2.1300 ,2.2600 ,1.9950 ,2.0390 ,2.1580 ,2.4150 ,2.3560 ,2.0000 ,8.2090 ,1088.8600 ,919.9300 ,1267.5000 ,1651.0900 ,902.2900 ,1158.5500 ,94.6430 ,87.7950 ,95.0130 ,92.2090 ,96.1430 ,100.4390 ,96.6910 ,89.9910 ,112.6100 ,101.4200 ,99.5200 ,102.4700 ,103.7100 ,113.6000 ,87.0900 ,136.6500 ,98.5100 ,99.6700 ,98.9100 ,1949.2600 ,591.5800 ,2.6000 ,47.2200 ,0.4200 ,234.7470 ,3.7600 ,4.2300 ,3.9000 ,3.3400 ,3.8400 ,4.9900 ,1.8800 ,97.8000 ,98.5000 ,13.6700 ,91.7092 ,133.7552 ,106.3971 ,45.2524 ,64.8937 ,2.0800 
15.Feb,106.0000 ,105.2000 ,101.1000 ,98.8000 ,99.5000 ,95.0000 ,101.1000 ,99.9000 ,100.1000 ,100.2000 ,100.7000 ,96.8000 ,100.6000 ,100.7000 ,96.8000 ,94.9000 ,96.2000 ,100.6000 ,100.7000 ,96.8000 ,96.3000 ,100.2000 ,4.5000 ,26671.0000 ,25471.0000 ,839.0000 ,295.0000 ,64.0000 ,67.0000 ,85.0000 ,78.9000 ,91.1000 ,72.0000 ,85.0000 ,85.0000 ,86.0000 ,95.0000 ,100.2000 ,100.8000 ,99.5000 ,97.9000 ,113657.3000 ,65307.5000 ,48349.8000 ,586533.8000 ,2110001.8000 ,2.1200 ,2.2400 ,1.9810 ,2.0240 ,2.1160 ,2.3460 ,2.3000 ,2.0000 ,8.1910 ,1098.4000 ,926.3700 ,1246.7700 ,1680.7800 ,877.3600 ,1176.8200 ,94.5870 ,88.3850 ,94.8310 ,93.1040 ,96.3360 ,98.1590 ,96.8180 ,90.1180 ,101.8900 ,101.1000 ,99.9600 ,101.1700 ,102.6600 ,108.0900 ,106.9000 ,124.9300 ,99.9800 ,98.6700 ,100.2300 ,1985.8000 ,624.5600 ,2.6000 ,50.5800 ,0.3650 ,235.3420 ,3.7200 ,4.2100 ,3.9200 ,3.2400 ,3.7500 ,4.8800 ,1.9800 ,98.2000 ,98.9000 ,11.1100 ,83.1587 ,130.2561 ,107.2229 ,42.3504 ,66.3824 ,2.0300 
15.Mar,101.7000 ,101.7000 ,100.5000 ,98.1000 ,98.4000 ,95.7000 ,97.6000 ,97.1000 ,99.0000 ,98.5000 ,98.9000 ,96.9000 ,98.3000 ,98.7000 ,96.9000 ,97.3000 ,96.9000 ,98.3000 ,98.7000 ,96.9000 ,101.0000 ,102.5000 ,4.0000 ,26840.0000 ,25766.0000 ,693.0000 ,298.0000 ,80.0000 ,83.0000 ,85.3000 ,79.2000 ,91.3000 ,78.0000 ,91.0000 ,89.0000 ,88.0000 ,93.0000 ,98.5000 ,92.2000 ,99.3000 ,98.9000 ,115254.7000 ,67040.2000 ,48214.6000 ,598244.7000 ,2127669.7000 ,1.9500 ,2.0000 ,1.8380 ,1.8650 ,1.9690 ,2.2760 ,2.1280 ,1.7500 ,8.0270 ,1112.5700 ,924.4000 ,1206.7000 ,1668.5700 ,882.7000 ,1136.6100 ,94.5960 ,87.5490 ,94.8890 ,93.3930 ,96.3940 ,99.5890 ,97.2860 ,90.5150 ,106.4300 ,101.2900 ,99.9000 ,101.7600 ,102.6600 ,110.3500 ,106.3300 ,123.4300 ,100.4900 ,98.2000 ,101.1700 ,2041.0300 ,650.4900 ,2.5000 ,47.8200 ,0.4380 ,235.9760 ,3.4700 ,4.0200 ,3.7300 ,2.9700 ,3.6500 ,4.7500 ,2.0400 ,98.7000 ,99.1000 ,11.0900 ,91.2481 ,198.9659 ,97.1571 ,45.0464 ,74.3367 ,1.9100 
15.Apr,100.4000 ,101.2000 ,103.5000 ,99.8000 ,99.5000 ,97.1000 ,100.2000 ,100.8000 ,101.8000 ,99.6000 ,100.0000 ,98.8000 ,99.5000 ,100.0000 ,98.8000 ,96.7000 ,97.6000 ,99.5000 ,100.0000 ,98.8000 ,101.3000 ,101.4000 ,3.9000 ,27204.0000 ,26153.0000 ,637.0000 ,340.0000 ,74.0000 ,74.0000 ,85.7000 ,79.6000 ,91.6000 ,77.0000 ,88.0000 ,88.0000 ,88.0000 ,91.0000 ,99.6000 ,94.1000 ,99.8000 ,100.0000 ,116249.8000 ,67642.0000 ,48607.8000 ,610838.2000 ,2150539.7000 ,1.8100 ,1.8800 ,1.7030 ,1.7390 ,1.8570 ,2.1770 ,1.9880 ,1.7500 ,7.8880 ,1088.6600 ,910.6700 ,1175.2800 ,1625.8600 ,880.5700 ,1131.8400 ,94.6250 ,87.4610 ,94.4980 ,92.7870 ,96.3460 ,99.5590 ,97.5200 ,90.1630 ,102.8600 ,100.7000 ,99.6600 ,100.9000 ,99.1100 ,104.6400 ,109.8000 ,99.3100 ,98.5000 ,95.6800 ,99.3100 ,2127.1700 ,689.0100 ,2.5000 ,54.4500 ,0.4740 ,236.2220 ,3.3900 ,3.8500 ,3.5900 ,2.8100 ,3.5900 ,4.4600 ,1.9400 ,99.2000 ,99.3000 ,11.7600 ,75.1435 ,127.6879 ,74.5206 ,37.8135 ,42.2786 ,1.7700 
15.May,98.1000 ,99.2000 ,99.5000 ,97.7000 ,97.8000 ,98.1000 ,99.5000 ,101.6000 ,100.0000 ,98.1000 ,98.9000 ,98.8000 ,98.0000 ,98.9000 ,98.8000 ,97.6000 ,102.0000 ,98.0000 ,98.9000 ,98.8000 ,100.0000 ,99.8000 ,3.7000 ,27453.0000 ,26431.0000 ,561.0000 ,362.0000 ,95.0000 ,100.0000 ,86.0000 ,80.0000 ,91.8000 ,79.0000 ,91.0000 ,90.0000 ,89.0000 ,91.0000 ,98.1000 ,96.3000 ,99.1000 ,97.1000 ,117162.5000 ,68585.5000 ,48577.0000 ,623005.2000 ,2171395.4000 ,1.8000 ,1.8700 ,1.7460 ,1.8750 ,2.1100 ,2.4900 ,2.1150 ,1.7500 ,8.0250 ,1091.2700 ,904.5000 ,1219.2700 ,1690.3900 ,897.2700 ,1171.6600 ,94.8900 ,88.7370 ,95.1170 ,93.3650 ,96.3360 ,100.3490 ,97.5590 ,90.3430 ,101.3600 ,100.8000 ,99.8300 ,100.8500 ,97.1100 ,102.8700 ,120.1700 ,85.8500 ,99.3500 ,96.2700 ,100.3600 ,2114.8000 ,711.3900 ,2.4000 ,59.2700 ,0.7440 ,237.0010 ,3.4200 ,3.8600 ,3.6300 ,3.0600 ,3.5700 ,4.5300 ,2.2000 ,99.6000 ,99.5000 ,12.5900 ,73.8290 ,111.2867 ,86.3732 ,32.0698 ,47.3227 ,1.7500 
15.Jun,99.7000 ,98.3000 ,103.4000 ,100.0000 ,100.3000 ,101.4000 ,99.4000 ,97.6000 ,103.4000 ,100.1000 ,99.6000 ,101.7000 ,99.9000 ,99.6000 ,101.7000 ,102.7000 ,103.8000 ,99.9000 ,99.6000 ,101.7000 ,101.9000 ,99.8000 ,3.8000 ,27488.0000 ,26440.0000 ,619.0000 ,322.0000 ,101.0000 ,106.0000 ,86.3000 ,80.3000 ,92.1000 ,77.0000 ,86.0000 ,90.0000 ,89.0000 ,91.0000 ,100.1000 ,98.4000 ,98.6000 ,103.5000 ,119447.5000 ,69520.6000 ,49926.8000 ,630058.3000 ,2178617.8000 ,1.7000 ,1.7300 ,1.6300 ,1.7730 ,2.0400 ,2.4680 ,2.0120 ,1.5000 ,7.9230 ,1112.2000 ,898.9700 ,1247.1500 ,1730.8500 ,900.0700 ,1193.8000 ,94.9090 ,88.4730 ,95.1170 ,93.2440 ,96.3360 ,101.0890 ,97.5980 ,90.1180 ,104.1100 ,101.1600 ,99.9100 ,101.4300 ,98.9300 ,104.8400 ,118.2400 ,86.6300 ,100.4000 ,97.8300 ,101.5300 ,2074.2000 ,742.2700 ,2.5000 ,59.8200 ,0.8380 ,237.6570 ,3.3300 ,3.7700 ,3.5400 ,3.0100 ,3.4800 ,4.4600 ,2.3600 ,99.9000 ,99.7000 ,14.4500 ,109.8048 ,168.3540 ,116.9199 ,54.1801 ,46.6640 ,1.6600 
15.Jul,98.4000 ,97.9000 ,100.8000 ,99.4000 ,99.9000 ,102.4000 ,98.1000 ,98.5000 ,102.2000 ,99.2000 ,99.2000 ,102.0000 ,98.9000 ,99.1000 ,102.0000 ,102.5000 ,100.9000 ,98.9000 ,99.1000 ,102.0000 ,102.0000 ,99.4000 ,3.6000 ,27536.0000 ,26538.0000 ,573.0000 ,304.0000 ,116.0000 ,121.0000 ,86.5000 ,80.6000 ,92.3000 ,67.0000 ,77.0000 ,83.0000 ,82.0000 ,93.0000 ,99.2000 ,98.5000 ,99.7000 ,97.5000 ,124165.0000 ,70657.3000 ,53507.7000 ,646263.2000 ,2197381.9000 ,1.6500 ,1.7000 ,1.5970 ,1.7770 ,2.0480 ,2.4500 ,2.0010 ,1.5000 ,7.9190 ,1143.2200 ,927.4800 ,1257.7200 ,1779.0800 ,891.3100 ,1199.3000 ,95.0800 ,88.2440 ,95.1650 ,93.1320 ,96.2970 ,102.2790 ,97.6570 ,90.0450 ,104.4300 ,100.8600 ,100.2800 ,101.2000 ,100.0000 ,98.1700 ,111.0900 ,87.4900 ,101.2800 ,102.3700 ,102.0600 ,2030.1600 ,725.0600 ,2.6000 ,50.9000 ,0.8530 ,238.0340 ,3.2900 ,3.6900 ,3.4600 ,2.9600 ,3.4100 ,4.4100 ,2.3200 ,100.2000 ,100.0000 ,13.5400 ,88.7797 ,110.3184 ,101.4204 ,22.8782 ,43.7390 ,1.5600 
15.Aug,104.1000 ,103.3000 ,105.6000 ,100.5000 ,100.9000 ,102.8000 ,103.9000 ,104.2000 ,102.6000 ,101.9000 ,102.0000 ,103.0000 ,101.9000 ,102.2000 ,103.0000 ,102.7000 ,105.8000 ,101.9000 ,102.1000 ,103.0000 ,101.9000 ,99.1000 ,3.4000 ,27294.0000 ,26369.0000 ,502.0000 ,303.0000 ,114.0000 ,120.0000 ,86.8000 ,80.9000 ,92.5000 ,70.0000 ,79.0000 ,87.0000 ,87.0000 ,93.0000 ,101.9000 ,102.6000 ,100.6000 ,100.1000 ,121453.5000 ,71783.5000 ,49670.0000 ,657090.2000 ,2216829.0000 ,1.6400 ,1.7000 ,1.5820 ,1.7350 ,1.9460 ,2.3080 ,1.9800 ,1.5000 ,7.9090 ,1179.1000 ,958.3000 ,1312.9200 ,1838.6500 ,896.8000 ,1218.3600 ,95.2130 ,88.8250 ,95.2700 ,93.6170 ,96.3260 ,101.6290 ,97.7250 ,90.4880 ,101.0400 ,100.3100 ,100.6500 ,100.3800 ,101.9100 ,93.5400 ,98.4000 ,91.7400 ,102.5900 ,104.4900 ,102.6700 ,1941.4900 ,687.1100 ,2.5000 ,42.8700 ,0.7260 ,238.0330 ,3.2700 ,3.7400 ,3.4900 ,2.9400 ,3.3700 ,4.3400 ,2.1700 ,100.5000 ,100.4000 ,19.7500 ,94.7830 ,121.8247 ,78.5593 ,27.2052 ,114.7831 ,1.5500 
15.Sep,99.2000 ,99.8000 ,98.4000 ,104.6000 ,103.2000 ,104.7000 ,101.2000 ,100.8000 ,101.3000 ,103.1000 ,101.7000 ,103.0000 ,103.1000 ,101.6000 ,103.0000 ,107.3000 ,105.0000 ,103.1000 ,101.6000 ,103.0000 ,103.2000 ,102.2000 ,3.2000 ,27355.0000 ,26487.0000 ,488.0000 ,268.0000 ,107.0000 ,112.0000 ,87.0000 ,81.2000 ,92.7000 ,72.0000 ,81.0000 ,87.0000 ,86.0000 ,92.0000 ,103.1000 ,107.8000 ,100.9000 ,103.1000 ,125527.9000 ,72309.8000 ,53218.2000 ,666971.6000 ,2228676.6000 ,1.6000 ,1.6900 ,1.5530 ,1.6510 ,1.8460 ,2.2160 ,1.9460 ,1.5000 ,7.8720 ,1184.7600 ,985.7100 ,1331.2800 ,1819.4500 ,894.0600 ,1219.3000 ,94.9660 ,88.6490 ,95.6420 ,93.2160 ,96.1050 ,99.9390 ,97.8710 ,90.1000 ,95.1300 ,99.5100 ,100.5100 ,99.0900 ,101.6000 ,93.8000 ,94.7600 ,93.9000 ,102.2100 ,106.1900 ,101.8700 ,1962.8100 ,678.4800 ,2.5000 ,45.4800 ,0.6630 ,237.4980 ,3.2900 ,3.7300 ,3.4900 ,2.9200 ,3.3300 ,4.4000 ,2.1700 ,101.1000 ,100.7000 ,20.4800 ,88.3608 ,147.8048 ,75.7238 ,41.2397 ,85.8117 ,1.5400 
15.Oct,98.3000 ,100.6000 ,98.0000 ,102.0000 ,101.3000 ,103.7000 ,102.1000 ,102.7000 ,99.4000 ,101.2000 ,101.4000 ,102.1000 ,101.3000 ,101.5000 ,102.1000 ,100.0000 ,98.4000 ,101.3000 ,101.5000 ,102.1000 ,99.8000 ,100.1000 ,3.1000 ,27358.0000 ,26519.0000 ,469.0000 ,255.0000 ,114.0000 ,116.0000 ,87.3000 ,81.5000 ,92.9000 ,72.0000 ,82.0000 ,86.0000 ,85.0000 ,93.0000 ,101.2000 ,102.4000 ,101.3000 ,98.7000 ,125329.5000 ,74275.9000 ,51053.5000 ,674702.4000 ,2234118.5000 ,1.5800 ,1.7000 ,1.5460 ,1.6270 ,1.7840 ,2.0880 ,1.9620 ,1.5000 ,7.8940 ,1148.1800 ,955.9200 ,1288.9200 ,1758.8200 ,877.4200 ,1184.8300 ,94.9660 ,87.7690 ,95.2790 ,93.1790 ,96.3740 ,99.5690 ,97.8810 ,90.2620 ,90.8900 ,98.1100 ,99.7200 ,97.4400 ,97.6400 ,89.6200 ,91.9400 ,92.4400 ,99.0900 ,100.5400 ,97.9900 ,2029.4700 ,683.6300 ,2.5000 ,46.2200 ,0.5420 ,237.7330 ,3.3500 ,3.7200 ,3.5000 ,2.9000 ,3.3000 ,4.4100 ,2.0700 ,101.4000 ,101.0000 ,14.2200 ,79.4526 ,104.9427 ,74.9471 ,130.8380 ,55.2795 ,1.5700 
15.Nov,97.5000 ,97.8000 ,93.5000 ,101.3000 ,100.1000 ,103.2000 ,101.6000 ,100.8000 ,99.5000 ,100.5000 ,99.6000 ,101.2000 ,100.7000 ,99.7000 ,101.2000 ,98.8000 ,90.7000 ,100.7000 ,99.8000 ,101.2000 ,98.3000 ,97.9000 ,3.0000 ,27298.0000 ,26469.0000 ,433.0000 ,284.0000 ,108.0000 ,112.0000 ,87.6000 ,81.9000 ,93.2000 ,72.0000 ,83.0000 ,87.0000 ,86.0000 ,93.0000 ,100.5000 ,101.5000 ,100.9000 ,103.2000 ,128495.5000 ,74680.7000 ,53814.8000 ,681351.5000 ,2240344.1000 ,1.5900 ,1.7400 ,1.6310 ,1.7520 ,1.9450 ,2.2540 ,2.1180 ,1.5000 ,8.0640 ,1151.9700 ,940.3400 ,1238.0700 ,1752.1600 ,868.6700 ,1142.6600 ,94.7860 ,86.6070 ,96.3470 ,93.5430 ,96.2880 ,98.9090 ,97.9000 ,90.6140 ,90.7600 ,97.5000 ,99.8500 ,96.8800 ,97.0000 ,89.8600 ,83.7700 ,91.6900 ,98.3800 ,99.3700 ,96.9100 ,1991.9700 ,688.3800 ,2.5000 ,42.4400 ,0.6230 ,238.0170 ,3.2500 ,3.7700 ,3.5000 ,3.0400 ,3.2800 ,4.4400 ,2.2600 ,101.7000 ,101.2000 ,14.3700 ,82.1841 ,102.4421 ,68.8214 ,156.6304 ,51.2644 ,1.6600 
